year,institute_original,institute_norm,rank,score,perception,institute,rank_prev,score_prev,rank_change,score_change,volatility,perception_gap
2018,Alagappa University,alagappa university,43.0,48.25,24.5,Alagappa University,,,,,8.82,23.75
2019,Alagappa University,alagappa university,47.0,48.54,26.65,Alagappa University,43.0,48.25,-4.0,0.29,8.82,21.89
2020,Alagappa University,alagappa university,57.0,46.79,23.34,Alagappa University,47.0,48.54,-10.0,-1.75,8.82,23.45
2021,Alagappa University,alagappa university,57.0,46.79,23.34,Alagappa University,57.0,46.79,0.0,0.0,8.82,23.45
2022,Alagappa University,alagappa university,53.0,49.73,18.45,Alagappa University,57.0,46.79,4.0,2.94,8.82,31.28
2023,Alagappa University,alagappa university,56.0,50.99,15.54,Alagappa University,53.0,49.73,-3.0,1.26,8.82,35.45
2025,Alagappa University,alagappa university,73.0,52.27,27.2,Alagappa University,56.0,50.99,-17.0,1.28,8.82,25.07
2017,Aligarh Muslim University,aligarh muslim university,19.0,52.74,16.62,Aligarh Muslim University,,,,,0.7,36.12
2018,Aligarh Muslim University,aligarh muslim university,17.0,57.78,26.3,Aligarh Muslim University,19.0,52.74,2.0,5.04,0.7,31.48
2019,Aligarh Muslim University,aligarh muslim university,18.0,58.36,18.46,Aligarh Muslim University,17.0,57.78,-1.0,0.58,0.7,39.9
2020,Aligarh Muslim University,aligarh muslim university,18.0,57.38,27.0,Aligarh Muslim University,18.0,58.36,0.0,-0.98,0.7,30.38
2021,Aligarh Muslim University,aligarh muslim university,18.0,57.38,27.0,Aligarh Muslim University,18.0,57.38,0.0,0.0,0.7,30.38
2022,Aligarh Muslim University,aligarh muslim university,19.0,59.86,27.85,Aligarh Muslim University,18.0,57.38,-1.0,2.48,0.7,32.01
2023,Aligarh Muslim University,aligarh muslim university,19.0,62.27,26.4,Aligarh Muslim University,19.0,59.86,0.0,2.41,0.7,35.87
2025,Aligarh Muslim University,aligarh muslim university,19.0,63.76,26.77,Aligarh Muslim University,19.0,62.27,0.0,1.49,0.7,36.99
2022,"All India Institute of Medical Sciences, Delhi",all india institute of medical sciences delhi,9.0,69.57,75.15,"All India Institute of Medical Sciences, Delhi",,,,,1.25,-5.58
2023,"All India Institute of Medical Sciences, Delhi",all india institute of medical sciences delhi,6.0,72.14,75.23,"All India Institute of Medical Sciences, Delhi",9.0,69.57,3.0,2.57,1.25,-3.09
2025,"All India Institute of Medical Sciences, Delhi",all india institute of medical sciences delhi,8.0,70.57,75.4,"All India Institute of Medical Sciences, Delhi",6.0,72.14,-2.0,-1.57,1.25,-4.83
2023,"All India Institute of Medical Sciences, Rishikesh",all india institute of medical sciences rishikesh,86.0,47.89,9.48,"All India Institute of Medical Sciences, Rishikesh",,,,,0.0,38.41
2025,All India Institute of Medical Sciences Bhubaneswar,all india institute of medical sciences bhubaneswar,100.0,49.04,20.28,All India Institute of Medical Sciences Bhubaneswar,,,,,0.0,28.76
2022,All India Institute of Medical Sciences Jodhpur,all india institute of medical sciences jodhpur,86.0,45.81,4.3,All India Institute of Medical Sciences Jodhpur,,,,,0.0,41.51
2025,All India Institute of Medical Sciences Rishikesh,all india institute of medical sciences rishikesh,78.0,51.77,14.36,All India Institute of Medical Sciences Rishikesh,,,,,0.0,37.41
2017,AMITY University,amity university,86.0,39.17,18.06,AMITY University,,,,,19.63,21.11
2018,Amity University,amity university,80.0,42.99,5.4,Amity University,86.0,39.17,6.0,3.82,19.63,37.59
2019,Amity University,amity university,84.0,43.53,7.22,Amity University,80.0,42.99,-4.0,0.54,19.63,36.31
2020,Amity University,amity university,43.0,48.87,12.18,Amity University,84.0,43.53,41.0,5.34,19.63,36.69
2021,Amity University,amity university,43.0,48.87,12.18,Amity University,43.0,48.87,0.0,0.0,19.63,36.69
2022,Amity University,amity university,42.0,51.07,13.43,Amity University,43.0,48.87,1.0,2.2,19.63,37.64
2023,Amity University,amity university,57.0,50.88,16.65,Amity University,42.0,51.07,-15.0,-0.19,19.63,34.23
2025,Amity University,amity university,37.0,57.49,7.11,Amity University,57.0,50.88,20.0,6.61,19.63,50.38
2017,Amrita Vishwa Vidyapeetham,amrita vishwa vidyapeetham,16.0,54.7,26.12,Amrita Vishwa Vidyapeetham,,,,,1.71,28.58
2018,Amrita Vishwa Vidyapeetham,amrita vishwa vidyapeetham,15.0,58.46,31.44,Amrita Vishwa Vidyapeetham,16.0,54.7,1.0,3.76,1.71,27.02
2019,Amrita Vishwa Vidyapeetham,amrita vishwa vidyapeetham,15.0,59.22,31.01,Amrita Vishwa Vidyapeetham,15.0,58.46,0.0,0.76,1.71,28.21
2020,Amrita Vishwa Vidyapeetham,amrita vishwa vidyapeetham,12.0,59.87,34.8,Amrita Vishwa Vidyapeetham,15.0,59.22,3.0,0.65,1.71,25.07
2021,Amrita Vishwa Vidyapeetham,amrita vishwa vidyapeetham,12.0,59.87,34.8,Amrita Vishwa Vidyapeetham,12.0,59.87,0.0,0.0,1.71,25.07
2022,Amrita Vishwa Vidyapeetham,amrita vishwa vidyapeetham,16.0,61.54,38.09,Amrita Vishwa Vidyapeetham,12.0,59.87,-4.0,1.67,1.71,23.45
2023,Amrita Vishwa Vidyapeetham,amrita vishwa vidyapeetham,15.0,62.74,35.71,Amrita Vishwa Vidyapeetham,16.0,61.54,1.0,1.2,1.71,27.03
2025,Amrita Vishwa Vidyapeetham,amrita vishwa vidyapeetham,17.0,64.97,30.67,Amrita Vishwa Vidyapeetham,15.0,62.74,-2.0,2.23,1.71,34.3
2017,Anand Agricultural University,anand agricultural university,62.0,42.26,2.75,Anand Agricultural University,,,,,17.0,39.51
2019,Anand Agricultural University,anand agricultural university,96.0,41.2,7.22,Anand Agricultural University,62.0,42.26,-34.0,-1.06,17.0,33.98
2017,Andhra University,andhra university,69.0,41.38,20.72,Andhra University,,,,,17.44,20.66
2018,Andhra University,andhra university,36.0,50.39,9.53,Andhra University,69.0,41.38,33.0,9.01,17.44,40.86
2019,Andhra University,andhra university,29.0,52.11,14.55,Andhra University,36.0,50.39,7.0,1.72,17.44,37.56
2020,"Andhra University, Visakhapatnam",andhra university visakhapatnam,48.0,48.65,18.37,"Andhra University, Visakhapatnam",,,,,13.96,30.28
2021,"Andhra University, Visakhapatnam",andhra university visakhapatnam,48.0,48.65,18.37,"Andhra University, Visakhapatnam",48.0,48.65,0.0,0.0,13.96,30.28
2022,"Andhra University, Visakhapatnam",andhra university visakhapatnam,71.0,47.97,15.04,"Andhra University, Visakhapatnam",48.0,48.65,-23.0,-0.68,13.96,32.93
2023,"Andhra University, Visakhapatnam",andhra university visakhapatnam,76.0,48.54,16.92,"Andhra University, Visakhapatnam",71.0,47.97,-5.0,0.57,13.96,31.62
2025,"Andhra University, Visakhapatnam",andhra university visakhapatnam,41.0,56.62,14.07,"Andhra University, Visakhapatnam",76.0,48.54,35.0,8.08,13.96,42.55
2017,Anna University,anna university,13.0,56.5,43.94,Anna University,,,,,6.34,12.56
2018,Anna University,anna university,10.0,62.82,63.22,Anna University,13.0,56.5,3.0,6.32,6.34,-0.4
2019,Anna University,anna university,14.0,60.35,62.72,Anna University,10.0,62.82,-4.0,-2.47,6.34,-2.37
2020,Anna University,anna university,25.0,54.42,61.72,Anna University,14.0,60.35,-11.0,-5.93,6.34,-7.3
2021,Anna University,anna university,25.0,54.42,61.72,Anna University,25.0,54.42,0.0,0.0,6.34,-7.3
2022,Anna University,anna university,22.0,58.08,62.1,Anna University,25.0,54.42,3.0,3.66,6.34,-4.02
2023,Anna University,anna university,18.0,62.36,62.67,Anna University,22.0,58.08,4.0,4.28,6.34,-0.31
2025,Anna University,anna university,29.0,60.06,61.18,Anna University,18.0,62.36,-11.0,-2.3,6.34,-1.12
2017,Annamalai University,annamalai university,92.0,38.59,3.67,Annamalai University,,,,,0.0,34.92
2022,Babasheb Bhimrao Ambedkar University,babasheb bhimrao ambedkar university,78.0,46.39,4.8,Babasheb Bhimrao Ambedkar University,,,,,4.24,41.59
2023,Babasheb Bhimrao Ambedkar University,babasheb bhimrao ambedkar university,69.0,49.53,2.0,Babasheb Bhimrao Ambedkar University,78.0,46.39,9.0,3.14,4.24,47.53
2025,Babasheb Bhimrao Ambedkar University,babasheb bhimrao ambedkar university,69.0,52.71,5.35,Babasheb Bhimrao Ambedkar University,69.0,49.53,0.0,3.18,4.24,47.36
2017,Banaras Hindu University,banaras hindu university,10.0,58.92,44.01,Banaras Hindu University,,,,,0.6,14.91
2018,Banaras Hindu University,banaras hindu university,9.0,63.52,43.62,Banaras Hindu University,10.0,58.92,1.0,4.6,0.6,19.9
2019,Banaras Hindu University,banaras hindu university,10.0,64.55,47.28,Banaras Hindu University,9.0,63.52,-1.0,1.03,0.6,17.27
2020,Banaras Hindu University,banaras hindu university,10.0,63.1,49.38,Banaras Hindu University,10.0,64.55,0.0,-1.45,0.6,13.72
2021,Banaras Hindu University,banaras hindu university,10.0,63.1,49.38,Banaras Hindu University,10.0,63.1,0.0,0.0,0.6,13.72
2022,Banaras Hindu University,banaras hindu university,11.0,64.81,53.95,Banaras Hindu University,10.0,63.1,-1.0,1.71,0.6,10.86
2023,Banaras Hindu University,banaras hindu university,11.0,67.21,45.43,Banaras Hindu University,11.0,64.81,0.0,2.4,0.6,21.78
2025,Banaras Hindu University,banaras hindu university,10.0,68.71,47.63,Banaras Hindu University,11.0,67.21,1.0,1.5,0.6,21.08
2017,Banasthali Vidyapith,banasthali vidyapith,89.0,38.74,7.46,Banasthali Vidyapith,,,,,11.37,31.28
2018,Banasthali Vidyapith,banasthali vidyapith,91.0,41.88,4.3,Banasthali Vidyapith,89.0,38.74,-2.0,3.14,11.37,37.58
2019,Banasthali Vidyapith,banasthali vidyapith,87.0,43.22,4.33,Banasthali Vidyapith,91.0,41.88,4.0,1.34,11.37,38.89
2020,Banasthali Vidyapith,banasthali vidyapith,66.0,45.89,10.48,Banasthali Vidyapith,87.0,43.22,21.0,2.67,11.37,35.41
2021,Banasthali Vidyapith,banasthali vidyapith,66.0,45.89,10.48,Banasthali Vidyapith,66.0,45.89,0.0,0.0,11.37,35.41
2022,Banasthali Vidyapith,banasthali vidyapith,87.0,45.8,5.31,Banasthali Vidyapith,66.0,45.89,-21.0,-0.09,11.37,40.49
2023,Banasthali Vidyapith,banasthali vidyapith,97.0,45.85,8.15,Banasthali Vidyapith,87.0,45.8,-10.0,0.05,11.37,37.7
2022,Bangalore University,bangalore university,98.0,44.53,10.45,Bangalore University,,,,,0.0,34.08
2017,Bharath Institute of Higher Education & Research,bharath institute of higher education research,35.0,46.45,3.79,Bharath Institute of Higher Education & Research,,,,,22.62,42.66
2018,Bharath Institute of Higher Education & Research,bharath institute of higher education research,35.0,50.74,2.4,Bharath Institute of Higher Education & Research,35.0,46.45,0.0,4.29,22.62,48.34
2019,Bharath Institute of Higher Education & Research,bharath institute of higher education research,57.0,46.32,3.19,Bharath Institute of Higher Education & Research,35.0,50.74,-22.0,-4.42,22.62,43.13
2020,Bharath Institute of Higher Education & Research,bharath institute of higher education research,75.0,44.81,5.57,Bharath Institute of Higher Education & Research,57.0,46.32,-18.0,-1.51,22.62,39.24
2021,Bharath Institute of Higher Education & Research,bharath institute of higher education research,75.0,44.81,5.57,Bharath Institute of Higher Education & Research,75.0,44.81,0.0,0.0,22.62,39.24
2022,Bharath Institute of Higher Education & Research,bharath institute of higher education research,95.0,44.73,4.3,Bharath Institute of Higher Education & Research,75.0,44.81,-20.0,-0.08,22.62,40.43
2025,Bharath Institute of Higher Education & Research,bharath institute of higher education research,90.0,49.85,8.46,Bharath Institute of Higher Education & Research,95.0,44.73,5.0,5.12,22.62,41.39
2017,Bharathiar University,bharathiar university,45.0,44.29,9.11,Bharathiar University,,,,,18.16,35.18
2018,Bharathiar University,bharathiar university,20.0,55.08,22.63,Bharathiar University,45.0,44.29,25.0,10.79,18.16,32.45
2019,Bharathiar University,bharathiar university,21.0,57.23,31.2,Bharathiar University,20.0,55.08,-1.0,2.15,18.16,26.03
2020,Bharathiar University,bharathiar university,22.0,55.38,24.6,Bharathiar University,21.0,57.23,-1.0,-1.85,18.16,30.78
2021,Bharathiar University,bharathiar university,22.0,55.38,24.6,Bharathiar University,22.0,55.38,0.0,0.0,18.16,30.78
2022,Bharathiar University,bharathiar university,24.0,57.26,26.97,Bharathiar University,22.0,55.38,-2.0,1.88,18.16,30.29
2023,Bharathiar University,bharathiar university,36.0,55.58,25.52,Bharathiar University,24.0,57.26,-12.0,-1.68,18.16,30.06
2025,Bharathiar University,bharathiar university,76.0,51.96,17.96,Bharathiar University,36.0,55.58,-40.0,-3.62,18.16,34.0
2018,Bharathidasan University,bharathidasan university,94.0,41.63,26.3,Bharathidasan University,,,,,11.17,15.33
2019,Bharathidasan University,bharathidasan university,86.0,43.41,24.17,Bharathidasan University,94.0,41.63,8.0,1.78,11.17,19.24
2020,Bharathidasan University,bharathidasan university,90.0,42.79,18.85,Bharathidasan University,86.0,43.41,-4.0,-0.62,11.17,23.94
2021,Bharathidasan University,bharathidasan university,90.0,42.79,18.85,Bharathidasan University,90.0,42.79,0.0,0.0,11.17,23.94
2022,Bharathidasan University,bharathidasan university,82.0,46.14,18.81,Bharathidasan University,90.0,42.79,8.0,3.35,11.17,27.33
2023,Bharathidasan University,bharathidasan university,70.0,49.45,12.31,Bharathidasan University,82.0,46.14,12.0,3.31,11.17,37.14
2025,Bharathidasan University,bharathidasan university,61.0,53.82,12.28,Bharathidasan University,70.0,49.45,9.0,4.37,11.17,41.54
2017,Bharati Vidyapeeth,bharati vidyapeeth,90.0,38.73,30.64,Bharati Vidyapeeth,,,,,2.05,8.09
2018,Bharati Vidyapeeth,bharati vidyapeeth,93.0,41.71,14.76,Bharati Vidyapeeth,90.0,38.73,-3.0,2.98,2.05,26.95
2019,Bharati Vidyapeeth,bharati vidyapeeth,88.0,42.89,13.66,Bharati Vidyapeeth,93.0,41.71,5.0,1.18,2.05,29.23
2018,Birla Institute of Technology,birla institute of technology,66.0,44.71,10.5,Birla Institute of Technology,,,,,9.5,34.21
2019,Birla Institute of Technology,birla institute of technology,85.0,43.49,23.47,Birla Institute of Technology,66.0,44.71,-19.0,-1.22,9.5,20.02
2023,Birla Institute of Technology  & Science -Pilani,birla institute of technology science pilani,25.0,58.76,25.3,Birla Institute of Technology  & Science -Pilani,,,,,4.5,33.46
2025,Birla Institute of Technology  & Science -Pilani,birla institute of technology science pilani,16.0,65.06,27.41,Birla Institute of Technology  & Science -Pilani,25.0,58.76,9.0,6.3,4.5,37.65
2018,Birla Institute of Technology & Science,birla institute of technology science,26.0,52.15,35.32,Birla Institute of Technology & Science,,,,,6.5,16.83
2019,Birla Institute of Technology & Science,birla institute of technology science,39.0,50.53,34.41,Birla Institute of Technology & Science,26.0,52.15,-13.0,-1.62,6.5,16.12
2022,Birla Institute of Technology & Science - Pilani,birla institute of technology science pilani,32.0,55.1,27.26,Birla Institute of Technology & Science - Pilani,,,,,0.0,27.84
2017,Birla Institute of Technology & Science -Pilani,birla institute of technology science pilani,21.0,51.46,49.96,Birla Institute of Technology & Science -Pilani,,,,,3.77,1.5
2020,Birla Institute of Technology & Science -Pilani,birla institute of technology science pilani,29.0,53.32,32.81,Birla Institute of Technology & Science -Pilani,21.0,51.46,-8.0,1.86,3.77,20.51
2021,Birla Institute of Technology & Science -Pilani,birla institute of technology science pilani,29.0,53.32,32.81,Birla Institute of Technology & Science -Pilani,29.0,53.32,0.0,0.0,3.77,20.51
2017,Calcutta University,calcutta university,27.0,48.9,17.15,Calcutta University,,,,,11.36,31.75
2018,Calcutta University,calcutta university,21.0,53.38,26.3,Calcutta University,27.0,48.9,6.0,4.48,11.36,27.08
2019,Calcutta University,calcutta university,12.0,60.87,37.39,Calcutta University,21.0,53.38,9.0,7.49,11.36,23.48
2020,Calcutta University,calcutta university,11.0,61.45,39.68,Calcutta University,12.0,60.87,1.0,0.58,11.36,21.77
2021,Calcutta University,calcutta university,11.0,61.45,39.68,Calcutta University,11.0,61.45,0.0,0.0,11.36,21.77
2022,Calcutta University,calcutta university,15.0,61.57,37.86,Calcutta University,11.0,61.45,-4.0,0.12,11.36,23.71
2023,Calcutta University,calcutta university,23.0,60.22,29.33,Calcutta University,15.0,61.57,-8.0,-1.35,11.36,30.89
2025,Calcutta University,calcutta university,47.0,55.91,24.79,Calcutta University,23.0,60.22,-24.0,-4.31,11.36,31.12
2017,Calicut University,calicut university,93.0,38.45,4.74,Calicut University,,,,,2.05,33.71
2019,Calicut University,calicut university,90.0,42.22,7.22,Calicut University,93.0,38.45,3.0,3.77,2.05,35.0
2020,Calicut University,calicut university,95.0,42.42,2.88,Calicut University,90.0,42.22,-5.0,0.2,2.05,39.54
2021,Calicut University,calicut university,95.0,42.42,2.88,Calicut University,95.0,42.42,0.0,0.0,2.05,39.54
2020,Chandigarh University,chandigarh university,77.0,44.62,28.91,Chandigarh University,,,,,18.13,15.71
2021,Chandigarh University,chandigarh university,77.0,44.62,28.91,Chandigarh University,77.0,44.62,0.0,0.0,18.13,15.71
2022,Chandigarh University,chandigarh university,48.0,50.39,31.19,Chandigarh University,77.0,44.62,29.0,5.77,18.13,19.2
2023,Chandigarh University,chandigarh university,45.0,53.29,35.18,Chandigarh University,48.0,50.39,3.0,2.9,18.13,18.11
2025,Chandigarh University,chandigarh university,32.0,59.55,22.48,Chandigarh University,45.0,53.29,13.0,6.26,18.13,37.07
2018,Chaudhary Charan Singh Haryana Agricultural University,chaudhary charan singh haryana agricultural university,76.0,43.21,2.01,Chaudhary Charan Singh Haryana Agricultural University,,,,,6.5,41.2
2019,Chaudhary Charan Singh Haryana Agricultural University,chaudhary charan singh haryana agricultural university,89.0,42.36,2.02,Chaudhary Charan Singh Haryana Agricultural University,76.0,43.21,-13.0,-0.85,6.5,40.34
2023,Christ University,christ university,100.0,45.65,39.05,Christ University,,,,,2.0,6.6
2025,Christ University,christ university,96.0,49.65,37.84,Christ University,100.0,45.65,4.0,4.0,2.0,11.81
2018,Cochin University of Science and Technology,cochin university of science and technology,99.0,40.53,18.88,Cochin University of Science and Technology,,,,,16.41,21.65
2019,Cochin University of Science and Technology,cochin university of science and technology,94.0,41.42,14.84,Cochin University of Science and Technology,99.0,40.53,5.0,0.89,16.41,26.58
2020,Cochin University of Science and Technology,cochin university of science and technology,65.0,46.02,14.88,Cochin University of Science and Technology,94.0,41.42,29.0,4.6,16.41,31.14
2021,Cochin University of Science and Technology,cochin university of science and technology,65.0,46.02,14.88,Cochin University of Science and Technology,65.0,46.02,0.0,0.0,16.41,31.14
2022,Cochin University of Science and Technology,cochin university of science and technology,69.0,48.02,13.02,Cochin University of Science and Technology,65.0,46.02,-4.0,2.0,16.41,35.0
2023,Cochin University of Science and Technology,cochin university of science and technology,63.0,50.34,13.81,Cochin University of Science and Technology,69.0,48.02,6.0,2.32,16.41,36.53
2025,Cochin University of Science and Technology,cochin university of science and technology,50.0,55.38,7.45,Cochin University of Science and Technology,63.0,50.34,13.0,5.04,16.41,47.93
2018,College of Engineering,college of engineering,96.0,40.74,12.07,College of Engineering,,,,,2.5,28.67
2019,College of Engineering,college of engineering,91.0,42.11,15.42,College of Engineering,96.0,40.74,5.0,1.37,2.5,26.69
2023,Datta Meghe Institute of Higher Education and Research,datta meghe institute of higher education and research,75.0,48.92,0.0,Datta Meghe Institute of Higher Education and Research,,,,,4.5,48.92
2025,Datta Meghe Institute of Higher Education and Research,datta meghe institute of higher education and research,84.0,50.92,0.41,Datta Meghe Institute of Higher Education and Research,75.0,48.92,-9.0,2.0,4.5,50.51
2019,Datta Meghe Institute of Medical Sciences,datta meghe institute of medical sciences,92.0,41.73,0.82,Datta Meghe Institute of Medical Sciences,,,,,4.0,40.91
2020,Datta Meghe Institute of Medical Sciences,datta meghe institute of medical sciences,100.0,41.1,1.46,Datta Meghe Institute of Medical Sciences,92.0,41.73,-8.0,-0.63,4.0,39.64
2021,Datta Meghe Institute of Medical Sciences,datta meghe institute of medical sciences,100.0,41.1,1.46,Datta Meghe Institute of Medical Sciences,100.0,41.1,0.0,0.0,4.0,39.64
2022,Datta Meghe Institute of Medical Sciences,datta meghe institute of medical sciences,92.0,45.21,1.12,Datta Meghe Institute of Medical Sciences,100.0,41.1,8.0,4.11,4.0,44.09
2018,Dayalbagh Educational Institute,dayalbagh educational institute,90.0,41.95,12.38,Dayalbagh Educational Institute,,,,,0.0,29.57
2018,Delhi Technological University,delhi technological university,100.0,40.52,15.04,Delhi Technological University,,,,,14.72,25.48
2019,Delhi Technological University,delhi technological university,71.0,44.89,19.51,Delhi Technological University,100.0,40.52,29.0,4.37,14.72,25.38
2020,Delhi Technological University,delhi technological university,54.0,46.98,25.82,Delhi Technological University,71.0,44.89,17.0,2.09,14.72,21.16
2021,Delhi Technological University,delhi technological university,54.0,46.98,25.82,Delhi Technological University,54.0,46.98,0.0,0.0,14.72,21.16
2022,Delhi Technological University,delhi technological university,63.0,49.03,28.71,Delhi Technological University,54.0,46.98,-9.0,2.05,14.72,20.32
2023,Delhi Technological University,delhi technological university,61.0,50.54,28.52,Delhi Technological University,63.0,49.03,2.0,1.51,14.72,22.02
2025,Delhi Technological University,delhi technological university,62.0,53.74,22.0,Delhi Technological University,61.0,50.54,-1.0,3.2,14.72,31.74
2020,Dr. B. R. Ambedkar National Institute of Technology,dr b r ambedkar national institute of technology,78.0,44.53,14.35,Dr. B. R. Ambedkar National Institute of Technology,,,,,0.0,30.18
2021,Dr. B. R. Ambedkar National Institute of Technology,dr b r ambedkar national institute of technology,78.0,44.53,14.35,Dr. B. R. Ambedkar National Institute of Technology,78.0,44.53,0.0,0.0,0.0,30.18
2022,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",dr b r ambedkar national institute of technology jalandhar,85.0,45.85,4.8,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",,,,,6.5,41.05
2023,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",dr b r ambedkar national institute of technology jalandhar,72.0,49.04,23.0,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",85.0,45.85,13.0,3.19,6.5,26.04
2018,Dr. D. Y. Patil Vidyapeeth,dr d y patil vidyapeeth,79.0,43.15,1.22,Dr. D. Y. Patil Vidyapeeth,,,,,4.2,41.93
2019,Dr. D. Y. Patil Vidyapeeth,dr d y patil vidyapeeth,70.0,45.11,7.56,Dr. D. Y. Patil Vidyapeeth,79.0,43.15,9.0,1.96,4.2,37.55
2020,Dr. D. Y. Patil Vidyapeeth,dr d y patil vidyapeeth,80.0,44.19,14.88,Dr. D. Y. Patil Vidyapeeth,70.0,45.11,-10.0,-0.92,4.2,29.31
2021,Dr. D. Y. Patil Vidyapeeth,dr d y patil vidyapeeth,80.0,44.19,14.88,Dr. D. Y. Patil Vidyapeeth,80.0,44.19,0.0,0.0,4.2,29.31
2022,Dr. D. Y. Patil Vidyapeeth,dr d y patil vidyapeeth,76.0,46.76,10.89,Dr. D. Y. Patil Vidyapeeth,80.0,44.19,4.0,2.57,4.2,35.87
2023,Dr. D. Y. Patil Vidyapeeth,dr d y patil vidyapeeth,81.0,48.17,18.53,Dr. D. Y. Patil Vidyapeeth,76.0,46.76,-5.0,1.41,4.2,29.64
2025,Dr. D. Y. Patil Vidyapeeth,dr d y patil vidyapeeth,71.0,52.67,25.46,Dr. D. Y. Patil Vidyapeeth,81.0,48.17,10.0,4.5,4.2,27.21
2017,Dr. D. Y. Patil Vidyapeeth Pune,dr d y patil vidyapeeth pune,76.0,40.59,11.61,Dr. D. Y. Patil Vidyapeeth Pune,,,,,0.0,28.98
2017,Dr. Y.S.Parmar University of Horticulture & Forestry,dr y s parmar university of horticulture forestry,84.0,39.54,0.64,Dr. Y.S.Parmar University of Horticulture & Forestry,,,,,0.0,38.9
2018,G. B. Pant Universtiy of Agriculture and Technology,g b pant universtiy of agriculture and technology,52.0,46.56,5.03,G. B. Pant Universtiy of Agriculture and Technology,,,,,4.0,41.53
2019,G. B. Pant Universtiy of Agriculture and Technology,g b pant universtiy of agriculture and technology,60.0,46.09,5.44,G. B. Pant Universtiy of Agriculture and Technology,52.0,46.56,-8.0,-0.47,4.0,40.65
2017,Gauhati University,gauhati university,43.0,44.42,2.48,Gauhati University,,,,,8.39,41.94
2018,Gauhati University,gauhati university,61.0,45.44,6.11,Gauhati University,43.0,44.42,-18.0,1.02,8.39,39.33
2019,Gauhati University,gauhati university,65.0,45.57,9.59,Gauhati University,61.0,45.44,-4.0,0.13,8.39,35.98
2020,Gauhati University,gauhati university,67.0,45.87,10.48,Gauhati University,65.0,45.57,-2.0,0.3,8.39,35.39
2021,Gauhati University,gauhati university,67.0,45.87,10.48,Gauhati University,67.0,45.87,0.0,0.0,8.39,35.39
2022,Gauhati University,gauhati university,64.0,48.98,8.66,Gauhati University,67.0,45.87,3.0,3.11,8.39,40.32
2025,Gauhati University,gauhati university,52.0,55.27,9.78,Gauhati University,64.0,48.98,12.0,6.29,8.39,45.49
2018,Goa University,goa university,98.0,40.66,2.01,Goa University,,,,,0.0,38.65
2023,Graphic Era University,graphic era university,89.0,47.29,33.38,Graphic Era University,,,,,8.5,13.91
2025,Graphic Era University,graphic era university,72.0,52.44,30.47,Graphic Era University,89.0,47.29,17.0,5.15,8.5,21.97
2020,Gujarat University,gujarat university,62.0,46.57,5.57,Gujarat University,,,,,9.5,41.0
2021,Gujarat University,gujarat university,62.0,46.57,5.57,Gujarat University,62.0,46.57,0.0,0.0,9.5,41.0
2022,Gujarat University,gujarat university,73.0,47.72,3.78,Gujarat University,62.0,46.57,-11.0,1.15,9.5,43.94
2023,Gujarat University,gujarat university,85.0,47.91,2.77,Gujarat University,73.0,47.72,-12.0,0.19,9.5,45.14
2017,Guru Angad Dev Veterinary & Animal Sciences University,guru angad dev veterinary animal sciences university,81.0,40.1,0.59,Guru Angad Dev Veterinary & Animal Sciences University,,,,,0.0,39.51
2019,Guru Gobind Singh Indraprastha University,guru gobind singh indraprastha university,95.0,41.21,3.58,Guru Gobind Singh Indraprastha University,,,,,1.89,37.63
2020,Guru Gobind Singh Indraprastha University,guru gobind singh indraprastha university,99.0,41.43,21.15,Guru Gobind Singh Indraprastha University,95.0,41.21,-4.0,0.22,1.89,20.28
2021,Guru Gobind Singh Indraprastha University,guru gobind singh indraprastha university,99.0,41.43,21.15,Guru Gobind Singh Indraprastha University,99.0,41.43,0.0,0.0,1.89,20.28
2018,Guru Nanak Dev University,guru nanak dev university,86.0,42.36,7.17,Guru Nanak Dev University,,,,,2.58,35.19
2019,Guru Nanak Dev University,guru nanak dev university,81.0,43.69,5.8,Guru Nanak Dev University,86.0,42.36,5.0,1.33,2.58,37.89
2020,Guru Nanak Dev University,guru nanak dev university,85.0,43.21,17.89,Guru Nanak Dev University,81.0,43.69,-4.0,-0.48,2.58,25.32
2021,Guru Nanak Dev University,guru nanak dev university,85.0,43.21,17.89,Guru Nanak Dev University,85.0,43.21,0.0,0.0,2.58,25.32
2022,Guru Nanak Dev University,guru nanak dev university,80.0,46.31,10.01,Guru Nanak Dev University,85.0,43.21,5.0,3.1,2.58,36.3
2023,Guru Nanak Dev University,guru nanak dev university,87.0,47.55,12.01,Guru Nanak Dev University,80.0,46.31,-7.0,1.24,2.58,35.54
2017,Homi Bhabha National Institute,homi bhabha national institute,35.0,46.45,8.7,Homi Bhabha National Institute,,,,,5.83,37.75
2018,Homi Bhabha National Institute,homi bhabha national institute,41.0,48.98,9.85,Homi Bhabha National Institute,35.0,46.45,-6.0,2.53,5.83,39.13
2019,Homi Bhabha National Institute,homi bhabha national institute,30.0,51.95,4.33,Homi Bhabha National Institute,41.0,48.98,11.0,2.97,5.83,47.62
2020,Homi Bhabha National Institute,homi bhabha national institute,36.0,50.42,6.22,Homi Bhabha National Institute,30.0,51.95,-6.0,-1.53,5.83,44.2
